location,age,dose,month,dead,pop
Sagamihara/Kanagawa,all,1,2022-10,11,76057
Sagamihara/Kanagawa,all,2,2022-10,72,2870830
Sagamihara/Kanagawa,all,3,2022-10,176,6942192
Sagamihara/Kanagawa,all,4,2022-10,321,6703995
Sagamihara/Kanagawa,all,5,2022-10,0,371
Sagamihara/Kanagawa,all,6,2022-10,0,0
Sagamihara/Kanagawa,all,7,2022-10,0,0
Sagamihara/Kanagawa,80over,0,2022-11,50,178287
Sagamihara/Kanagawa,80over,1,2022-11,0,5024
Sagamihara/Kanagawa,80over,2,2022-11,30,56565
Sagamihara/Kanagawa,80over,3,2022-11,107,175387
Sagamihara/Kanagawa,80over,4,2022-11,236,1426794
Sagamihara/Kanagawa,80over,5,2022-11,7,391522
Sagamihara/Kanagawa,80over,6,2022-11,0,0
Sagamihara/Kanagawa,80over,7,2022-11,0,0
Sagamihara/Kanagawa,all,0,2022-11,102,5875730
Sagamihara/Kanagawa,all,1,2022-11,1,76448
Sagamihara/Kanagawa,all,2,2022-11,54,2613211
Sagamihara/Kanagawa,all,3,2022-11,189,5722915
Sagamihara/Kanagawa,all,4,2022-11,340,6693474
Sagamihara/Kanagawa,all,5,2022-11,15,945103
Sagamihara/Kanagawa,all,6,2022-11,0,0
Sagamihara/Kanagawa,all,7,2022-11,0,0
Sagamihara/Kanagawa,80over,0,2022-12,70,181935
Sagamihara/Kanagawa,80over,1,2022-12,2,5208
Sagamihara/Kanagawa,80over,2,2022-12,26,55140
Sagamihara/Kanagawa,80over,3,2022-12,77,150927
Sagamihara/Kanagawa,80over,4,2022-12,260,533172
Sagamihara/Kanagawa,80over,5,2022-12,69,1367188
Sagamihara/Kanagawa,80over,6,2022-12,0,0
Sagamihara/Kanagawa,80over,7,2022-12,0,0
Sagamihara/Kanagawa,all,0,2022-12,130,6043055
Sagamihara/Kanagawa,all,1,2022-12,2,89767
Sagamihara/Kanagawa,all,2,2022-12,60,2563635
Sagamihara/Kanagawa,all,3,2022-12,144,4963843
Sagamihara/Kanagawa,all,4,2022-12,353,4699871
Sagamihara/Kanagawa,all,5,2022-12,101,4274949
Sagamihara/Kanagawa,all,6,2022-12,0,0
Sagamihara/Kanagawa,all,7,2022-12,0,0
Sagamihara/Kanagawa,80over,0,2023-01,76,179360
Sagamihara/Kanagawa,80over,1,2023-01,2,5088
Sagamihara/Kanagawa,80over,2,2023-01,29,52649
Sagamihara/Kanagawa,80over,3,2023-01,76,134285
Sagamihara/Kanagawa,80over,4,2023-01,167,345171
Sagamihara/Kanagawa,80over,5,2023-01,159,1561059
Sagamihara/Kanagawa,80over,6,2023-01,0,0
Sagamihara/Kanagawa,80over,7,2023-01,0,0
Sagamihara/Kanagawa,all,0,2023-01,130,6017251
Sagamihara/Kanagawa,all,1,2023-01,2,90008
Sagamihara/Kanagawa,all,2,2023-01,61,2483995
Sagamihara/Kanagawa,all,3,2023-01,136,4541994
Sagamihara/Kanagawa,all,4,2023-01,244,4379213
Sagamihara/Kanagawa,all,5,2023-01,226,5097548
Sagamihara/Kanagawa,all,6,2023-01,0,0
Sagamihara/Kanagawa,all,7,2023-01,0,0
Sagamihara/Kanagawa,80over,0,2023-02,38,160254
Sagamihara/Kanagawa,80over,1,2023-02,1,4577
Sagamihara/Kanagawa,80over,2,2023-02,17,46359
Sagamihara/Kanagawa,80over,3,2023-02,49,114950
Sagamihara/Kanagawa,80over,4,2023-02,124,263246
Sagamihara/Kanagawa,80over,5,2023-02,170,1455225
Sagamihara/Kanagawa,80over,6,2023-02,0,0
Sagamihara/Kanagawa,80over,7,2023-02,0,0
Sagamihara/Kanagawa,all,0,2023-02,76,5421207
Sagamihara/Kanagawa,all,1,2023-02,4,74913
Sagamihara/Kanagawa,all,2,2023-02,36,2206089
Sagamihara/Kanagawa,all,3,2023-02,96,4014384
Sagamihara/Kanagawa,all,4,2023-02,190,3910449
Sagamihara/Kanagawa,all,5,2023-02,259,4774518
Sagamihara/Kanagawa,all,6,2023-02,0,0
Sagamihara/Kanagawa,all,7,2023-02,0,0
Sagamihara/Kanagawa,80over,0,2023-03,43,176063
Sagamihara/Kanagawa,80over,1,2023-03,1,4992
Sagamihara/Kanagawa,80over,2,2023-03,26,49888
Sagamihara/Kanagawa,80over,3,2023-03,41,122713
Sagamihara/Kanagawa,80over,4,2023-03,133,268909
Sagamihara/Kanagawa,80over,5,2023-03,166,1628171
Sagamihara/Kanagawa,80over,6,2023-03,0,0
Sagamihara/Kanagawa,80over,7,2023-03,0,0
Sagamihara/Kanagawa,all,0,2023-03,90,5994518
Sagamihara/Kanagawa,all,1,2023-03,4,78361
Sagamihara/Kanagawa,all,2,2023-03,40,2402436
Sagamihara/Kanagawa,all,3,2023-03,76,4402431
Sagamihara/Kanagawa,all,4,2023-03,192,4331642
Sagamihara/Kanagawa,all,5,2023-03,260,5356819
Sagamihara/Kanagawa,all,6,2023-03,0,6
Sagamihara/Kanagawa,all,7,2023-03,0,0
Sagamihara/Kanagawa,80over,0,2023-04,41,169017
Sagamihara/Kanagawa,80over,1,2023-04,1,4691
Sagamihara/Kanagawa,80over,2,2023-04,21,47113
Sagamihara/Kanagawa,80over,3,2023-04,27,116143
Sagamihara/Kanagawa,80over,4,2023-04,93,248378
Sagamihara/Kanagawa,80over,5,2023-04,205,1581103
Sagamihara/Kanagawa,80over,6,2023-04,0,0
Sagamihara/Kanagawa,80over,7,2023-04,0,0
Sagamihara/Kanagawa,all,0,2023-04,73,5795919
Sagamihara/Kanagawa,all,1,2023-04,3,74060
Sagamihara/Kanagawa,all,2,2023-04,35,2297373
Sagamihara/Kanagawa,all,3,2023-04,57,4225209
Sagamihara/Kanagawa,all,4,2023-04,150,4213196
Sagamihara/Kanagawa,all,5,2023-04,276,5214201
Sagamihara/Kanagawa,all,6,2023-04,0,30
Sagamihara/Kanagawa,all,7,2023-04,0,0
Sagamihara/Kanagawa,80over,0,2023-05,39,173251
Sagamihara/Kanagawa,80over,1,2023-05,0,4837
Sagamihara/Kanagawa,80over,2,2023-05,16,48016
Sagamihara/Kanagawa,80over,3,2023-05,36,118301
Sagamihara/Kanagawa,80over,4,2023-05,87,247107
Sagamihara/Kanagawa,80over,5,2023-05,193,1543822
Sagamihara/Kanagawa,80over,6,2023-05,3,91762
Sagamihara/Kanagawa,80over,7,2023-05,0,0
Sagamihara/Kanagawa,all,0,2023-05,72,5985076
Sagamihara/Kanagawa,all,1,2023-05,1,76190
Sagamihara/Kanagawa,all,2,2023-05,35,2364300
Sagamihara/Kanagawa,all,3,2023-05,73,4344125
Sagamihara/Kanagawa,all,4,2023-05,139,4336603
Sagamihara/Kanagawa,all,5,2023-05,270,5164551
Sagamihara/Kanagawa,all,6,2023-05,3,258366
Sagamihara/Kanagawa,all,7,2023-05,0,0
Sagamihara/Kanagawa,80over,0,2023-06,40,166401
Sagamihara/Kanagawa,80over,1,2023-06,1,4730
Sagamihara/Kanagawa,80over,2,2023-06,9,45760
Sagamihara/Kanagawa,80over,3,2023-06,36,110830
Sagamihara/Kanagawa,80over,4,2023-06,63,212159
Sagamihara/Kanagawa,80over,5,2023-06,176,915928
Sagamihara/Kanagawa,80over,6,2023-06,18,688714
Sagamihara/Kanagawa,80over,7,2023-06,0,0
Sagamihara/Kanagawa,all,0,2023-06,75,5788962
Sagamihara/Kanagawa,all,1,2023-06,3,73225
Sagamihara/Kanagawa,all,2,2023-06,27,2285260
Sagamihara/Kanagawa,all,3,2023-06,70,4190364
Sagamihara/Kanagawa,all,4,2023-06,97,4063213
Sagamihara/Kanagawa,all,5,2023-06,244,3577374
Sagamihara/Kanagawa,all,6,2023-06,28,1807276
Sagamihara/Kanagawa,all,7,2023-06,0,0
Sagamihara/Kanagawa,80over,0,2023-07,28,170673
Sagamihara/Kanagawa,80over,1,2023-07,0,4866
Sagamihara/Kanagawa,80over,2,2023-07,18,46314
Sagamihara/Kanagawa,80over,3,2023-07,26,110165
Sagamihara/Kanagawa,80over,4,2023-07,61,188095
Sagamihara/Kanagawa,80over,5,2023-07,137,432369
Sagamihara/Kanagawa,80over,6,2023-07,82,1252646
Sagamihara/Kanagawa,80over,7,2023-07,0,0
Sagamihara/Kanagawa,all,0,2023-07,75,5978591
Sagamihara/Kanagawa,all,1,2023-07,2,75548
Sagamihara/Kanagawa,all,2,2023-07,33,2357944
Sagamihara/Kanagawa,all,3,2023-07,61,4316257
Sagamihara/Kanagawa,all,4,2023-07,113,4062623
Sagamihara/Kanagawa,all,5,2023-07,202,2076876
Sagamihara/Kanagawa,all,6,2023-07,109,3626087
Sagamihara/Kanagawa,all,7,2023-07,0,0
Sagamihara/Kanagawa,80over,0,2023-08,46,169539
Sagamihara/Kanagawa,80over,1,2023-08,0,4772
Sagamihara/Kanagawa,80over,2,2023-08,15,45750
Sagamihara/Kanagawa,80over,3,2023-08,27,107713
Sagamihara/Kanagawa,80over,4,2023-08,56,174810
Sagamihara/Kanagawa,80over,5,2023-08,123,374841
Sagamihara/Kanagawa,80over,6,2023-08,103,1316648
Sagamihara/Kanagawa,80over,7,2023-08,0,0
Sagamihara/Kanagawa,all,0,2023-08,106,5975095
Sagamihara/Kanagawa,all,1,2023-08,0,75565
Sagamihara/Kanagawa,all,2,2023-08,34,2355659
Sagamihara/Kanagawa,all,3,2023-08,58,4308719
Sagamihara/Kanagawa,all,4,2023-08,81,4010810
Sagamihara/Kanagawa,all,5,2023-08,172,1888147
Sagamihara/Kanagawa,all,6,2023-08,141,3861618
Sagamihara/Kanagawa,all,7,2023-08,0,0
Sagamihara/Kanagawa,80over,0,2023-09,53,162408
Sagamihara/Kanagawa,80over,1,2023-09,5,4521
Sagamihara/Kanagawa,80over,2,2023-09,16,43778
Sagamihara/Kanagawa,80over,3,2023-09,43,102538
Sagamihara/Kanagawa,80over,4,2023-09,46,164732
Sagamihara/Kanagawa,80over,5,2023-09,118,347905
Sagamihara/Kanagawa,80over,6,2023-09,130,1272041
Sagamihara/Kanagawa,80over,7,2023-09,0,13341
Sagamihara/Kanagawa,all,0,2023-09,107,5778554
Sagamihara/Kanagawa,all,1,2023-09,5,72923
Sagamihara/Kanagawa,all,2,2023-09,33,2278373
Sagamihara/Kanagawa,all,3,2023-09,81,4165271
Sagamihara/Kanagawa,all,4,2023-09,82,3850861
Sagamihara/Kanagawa,all,5,2023-09,173,1794520
Sagamihara/Kanagawa,all,6,2023-09,188,3751696
Sagamihara/Kanagawa,all,7,2023-09,0,39121
Sagamihara/Kanagawa,80over,0,2023-10,43,166306
Sagamihara/Kanagawa,80over,1,2023-10,5,4538
Sagamihara/Kanagawa,80over,2,2023-10,9,44562
Sagamihara/Kanagawa,80over,3,2023-10,27,104555
Sagamihara/Kanagawa,80over,4,2023-10,49,164901
Sagamihara/Kanagawa,80over,5,2023-10,104,333713
Sagamihara/Kanagawa,80over,6,2023-10,157,968440
Sagamihara/Kanagawa,80over,7,2023-10,14,382478
Sagamihara/Kanagawa,all,0,2023-10,93,5966693
Sagamihara/Kanagawa,all,1,2023-10,5,76102
Sagamihara/Kanagawa,all,2,2023-10,21,2351490
Sagamihara/Kanagawa,all,3,2023-10,54,4287436
Sagamihara/Kanagawa,all,4,2023-10,74,3796786
Sagamihara/Kanagawa,all,5,2023-10,159,1871481
Sagamihara/Kanagawa,all,6,2023-10,213,3143015
Sagamihara/Kanagawa,all,7,2023-10,18,943012
Sagamihara/Kanagawa,80over,0,2023-11,40,159548
Sagamihara/Kanagawa,80over,1,2023-11,5,4296
Sagamihara/Kanagawa,80over,2,2023-11,17,42431
Sagamihara/Kanagawa,80over,3,2023-11,28,99544
Sagamihara/Kanagawa,80over,4,2023-11,63,151656
Sagamihara/Kanagawa,80over,5,2023-11,103,282527
Sagamihara/Kanagawa,80over,6,2023-11,149,469091
Sagamihara/Kanagawa,80over,7,2023-11,58,876967
Sagamihara/Kanagawa,all,0,2023-11,93,5769983
Sagamihara/Kanagawa,all,1,2023-11,5,73608
Sagamihara/Kanagawa,all,2,2023-11,37,2272506
Sagamihara/Kanagawa,all,3,2023-11,55,4127344
Sagamihara/Kanagawa,all,4,2023-11,96,3408498
Sagamihara/Kanagawa,all,5,2023-11,140,1836288
Sagamihara/Kanagawa,all,6,2023-11,203,1798304
Sagamihara/Kanagawa,all,7,2023-11,79,2405408
Sagamihara/Kanagawa,80over,0,2023-12,61,162951
Sagamihara/Kanagawa,80over,1,2023-12,4,4589
Sagamihara/Kanagawa,80over,2,2023-12,16,43150
Sagamihara/Kanagawa,80over,3,2023-12,27,100916
Sagamihara/Kanagawa,80over,4,2023-12,54,148580
Sagamihara/Kanagawa,80over,5,2023-12,93,254534
Sagamihara/Kanagawa,80over,6,2023-12,124,295496
Sagamihara/Kanagawa,80over,7,2023-12,95,1130990
Sagamihara/Kanagawa,all,0,2023-12,111,5957647
Sagamihara/Kanagawa,all,1,2023-12,7,76384
Sagamihara/Kanagawa,all,2,2023-12,38,2344635
Sagamihara/Kanagawa,all,3,2023-12,59,4240261
Sagamihara/Kanagawa,all,4,2023-12,90,3246724
Sagamihara/Kanagawa,all,5,2023-12,150,1983344
Sagamihara/Kanagawa,all,6,2023-12,170,1240807
Sagamihara/Kanagawa,all,7,2023-12,123,3302558
Sagamihara/Kanagawa,80over,0,2024-01,57,160868
Sagamihara/Kanagawa,80over,1,2024-01,0,4410
Sagamihara/Kanagawa,80over,2,2024-01,19,42559
Sagamihara/Kanagawa,80over,3,2024-01,27,99311
Sagamihara/Kanagawa,80over,4,2024-01,52,144840
Sagamihara/Kanagawa,80over,5,2024-01,78,242164
Sagamihara/Kanagawa,80over,6,2024-01,124,273461
Sagamihara/Kanagawa,80over,7,2024-01,157,1157803
Sagamihara/Kanagawa,all,0,2024-01,98,5953308
Sagamihara/Kanagawa,all,1,2024-01,2,76048
Sagamihara/Kanagawa,all,2,2024-01,40,2342595
Sagamihara/Kanagawa,all,3,2024-01,56,4231420
Sagamihara/Kanagawa,all,4,2024-01,83,3184565
Sagamihara/Kanagawa,all,5,2024-01,112,1996329
Sagamihara/Kanagawa,all,6,2024-01,175,1200962
Sagamihara/Kanagawa,all,7,2024-01,197,3383194
Sagamihara/Kanagawa,80over,0,2024-02,46,149007
Sagamihara/Kanagawa,80over,1,2024-02,1,3999
Sagamihara/Kanagawa,80over,2,2024-02,11,39338
Sagamihara/Kanagawa,80over,3,2024-02,33,91799
Sagamihara/Kanagawa,80over,4,2024-02,45,132764
Sagamihara/Kanagawa,80over,5,2024-02,76,219891
Sagamihara/Kanagawa,80over,6,2024-02,99,246510
Sagamihara/Kanagawa,80over,7,2024-02,135,1090923
Sagamihara/Kanagawa,all,0,2024-02,104,5565790
Sagamihara/Kanagawa,all,1,2024-02,1,70931
Sagamihara/Kanagawa,all,2,2024-02,22,2190407
Sagamihara/Kanagawa,all,3,2024-02,67,3954036
Sagamihara/Kanagawa,all,4,2024-02,79,2950439
Sagamihara/Kanagawa,all,5,2024-02,117,1869422
Sagamihara/Kanagawa,all,6,2024-02,134,1107848
Sagamihara/Kanagawa,all,7,2024-02,177,3195278
Sagamihara/Kanagawa,80over,0,2024-03,45,157879
Sagamihara/Kanagawa,80over,1,2024-03,2,4250
Sagamihara/Kanagawa,80over,2,2024-03,5,41802
Sagamihara/Kanagawa,80over,3,2024-03,30,97005
Sagamihara/Kanagawa,80over,4,2024-03,53,138980
Sagamihara/Kanagawa,80over,5,2024-03,66,230622
Sagamihara/Kanagawa,80over,6,2024-03,85,257429
Sagamihara/Kanagawa,80over,7,2024-03,167,1168570
Sagamihara/Kanagawa,all,0,2024-03,98,5945545
Sagamihara/Kanagawa,all,1,2024-03,3,75810
Sagamihara/Kanagawa,all,2,2024-03,22,2340142
Sagamihara/Kanagawa,all,3,2024-03,59,4220433
Sagamihara/Kanagawa,all,4,2024-03,87,3114142
Sagamihara/Kanagawa,all,5,2024-03,99,2013544
Sagamihara/Kanagawa,all,6,2024-03,134,1174383
Sagamihara/Kanagawa,all,7,2024-03,221,3439425
Sagamihara/Kanagawa,80over,0,2024-04,40,151416
Sagamihara/Kanagawa,80over,1,2024-04,4,4065
Sagamihara/Kanagawa,80over,2,2024-04,11,40105
Sagamihara/Kanagawa,80over,3,2024-04,23,92949
Sagamihara/Kanagawa,80over,4,2024-04,32,132672
Sagamihara/Kanagawa,80over,5,2024-04,46,220028
Sagamihara/Kanagawa,80over,6,2024-04,89,244322
Sagamihara/Kanagawa,80over,7,2024-04,157,1130491
Sagamihara/Kanagawa,all,0,2024-04,84,5750353
Sagamihara/Kanagawa,all,1,2024-04,5,73442
Sagamihara/Kanagawa,all,2,2024-04,26,2263161
Sagamihara/Kanagawa,all,3,2024-04,45,4078926
Sagamihara/Kanagawa,all,4,2024-04,57,2990230
Sagamihara/Kanagawa,all,5,2024-04,75,1959719
Sagamihara/Kanagawa,all,6,2024-04,123,1130513
Sagamihara/Kanagawa,all,7,2024-04,207,3336861
Sagamihara/Kanagawa,80over,0,2024-05,53,154977
Sagamihara/Kanagawa,80over,1,2024-05,1,4139
Sagamihara/Kanagawa,80over,2,2024-05,14,41088
Sagamihara/Kanagawa,80over,3,2024-05,27,95296
Sagamihara/Kanagawa,80over,4,2024-05,36,136152
Sagamihara/Kanagawa,80over,5,2024-05,67,225583
Sagamihara/Kanagawa,80over,6,2024-05,78,250083
Sagamihara/Kanagawa,80over,7,2024-05,139,1163712
Sagamihara/Kanagawa,all,0,2024-05,95,5939221
Sagamihara/Kanagawa,all,1,2024-05,2,75784
Sagamihara/Kanagawa,all,2,2024-05,28,2337757
Sagamihara/Kanagawa,all,3,2024-05,51,4213426
Sagamihara/Kanagawa,all,4,2024-05,74,3087928
Sagamihara/Kanagawa,all,5,2024-05,96,2022461
Sagamihara/Kanagawa,all,6,2024-05,99,1164979
Sagamihara/Kanagawa,all,7,2024-05,180,3442316
Sagamihara/Kanagawa,80over,0,2024-06,48,148529
Sagamihara/Kanagawa,80over,1,2024-06,3,3963
Sagamihara/Kanagawa,80over,2,2024-06,10,39409
Sagamihara/Kanagawa,80over,3,2024-06,24,91496
Sagamihara/Kanagawa,80over,4,2024-06,35,130636
Sagamihara/Kanagawa,80over,5,2024-06,49,216498
Sagamihara/Kanagawa,80over,6,2024-06,69,239519
Sagamihara/Kanagawa,80over,7,2024-06,158,1122032
Sagamihara/Kanagawa,all,0,2024-06,93,5744776
Sagamihara/Kanagawa,all,1,2024-06,5,73266
Sagamihara/Kanagawa,all,2,2024-06,29,2261530
Sagamihara/Kanagawa,all,3,2024-06,42,4076124
Sagamihara/Kanagawa,all,4,2024-06,62,2986395
Sagamihara/Kanagawa,all,5,2024-06,78,1954501
Sagamihara/Kanagawa,all,6,2024-06,86,1124230
Sagamihara/Kanagawa,all,7,2024-06,201,3325925
Hamamatsu/Shizuoka,80over,0,2021-02,473,2801857
Hamamatsu/Shizuoka,80over,1,2021-02,0,0
Hamamatsu/Shizuoka,80over,2,2021-02,0,0
Hamamatsu/Shizuoka,80over,3,2021-02,0,0
Hamamatsu/Shizuoka,80over,4,2021-02,0,0
Hamamatsu/Shizuoka,80over,5,2021-02,0,0
Hamamatsu/Shizuoka,80over,6,2021-02,0,0
Hamamatsu/Shizuoka,80over,7,2021-02,0,0
Hamamatsu/Shizuoka,all,0,2021-02,705,22424449
Hamamatsu/Shizuoka,all,1,2021-02,0,35
Hamamatsu/Shizuoka,all,2,2021-02,0,0
Hamamatsu/Shizuoka,all,3,2021-02,0,0
Hamamatsu/Shizuoka,all,4,2021-02,0,0
Hamamatsu/Shizuoka,all,5,2021-02,0,0
Hamamatsu/Shizuoka,all,6,2021-02,0,0
Hamamatsu/Shizuoka,all,7,2021-02,0,0
Hamamatsu/Shizuoka,80over,0,2021-03,559,3086130
Hamamatsu/Shizuoka,80over,1,2021-03,0,322
Hamamatsu/Shizuoka,80over,2,2021-03,0,0
Hamamatsu/Shizuoka,80over,3,2021-03,0,0
Hamamatsu/Shizuoka,80over,4,2021-03,0,0
Hamamatsu/Shizuoka,80over,5,2021-03,0,0
Hamamatsu/Shizuoka,80over,6,2021-03,0,0
Hamamatsu/Shizuoka,80over,7,2021-03,0,0
Hamamatsu/Shizuoka,all,0,2021-03,799,24718338
Hamamatsu/Shizuoka,all,1,2021-03,0,81056
Hamamatsu/Shizuoka,all,2,2021-03,0,4813
Hamamatsu/Shizuoka,all,3,2021-03,0,0
Hamamatsu/Shizuoka,all,4,2021-03,0,0
Hamamatsu/Shizuoka,all,5,2021-03,0,0
Hamamatsu/Shizuoka,all,6,2021-03,0,0
Hamamatsu/Shizuoka,all,7,2021-03,0,0
Hamamatsu/Shizuoka,80over,0,2021-04,485,2961742
Hamamatsu/Shizuoka,80over,1,2021-04,4,8531
Hamamatsu/Shizuoka,80over,2,2021-04,0,542
Hamamatsu/Shizuoka,80over,3,2021-04,0,0
Hamamatsu/Shizuoka,80over,4,2021-04,0,0
Hamamatsu/Shizuoka,80over,5,2021-04,0,0
Hamamatsu/Shizuoka,80over,6,2021-04,0,0
Hamamatsu/Shizuoka,80over,7,2021-04,0,0
Hamamatsu/Shizuoka,all,0,2021-04,713,23696979
Hamamatsu/Shizuoka,all,1,2021-04,5,165419
Hamamatsu/Shizuoka,all,2,2021-04,0,118674
Hamamatsu/Shizuoka,all,3,2021-04,0,0
Hamamatsu/Shizuoka,all,4,2021-04,0,0
Hamamatsu/Shizuoka,all,5,2021-04,0,0
Hamamatsu/Shizuoka,all,6,2021-04,0,0
Hamamatsu/Shizuoka,all,7,2021-04,0,0
Hamamatsu/Shizuoka,80over,0,2021-05,468,2776375
Hamamatsu/Shizuoka,80over,1,2021-05,39,261587
Hamamatsu/Shizuoka,80over,2,2021-05,7,16274
Hamamatsu/Shizuoka,80over,3,2021-05,0,0
Hamamatsu/Shizuoka,80over,4,2021-05,0,0
Hamamatsu/Shizuoka,80over,5,2021-05,0,0
Hamamatsu/Shizuoka,80over,6,2021-05,0,0
Hamamatsu/Shizuoka,80over,7,2021-05,0,0
Hamamatsu/Shizuoka,all,0,2021-05,667,23787010
Hamamatsu/Shizuoka,all,1,2021-05,39,570189
Hamamatsu/Shizuoka,all,2,2021-05,9,400639
Hamamatsu/Shizuoka,all,3,2021-05,0,0
Hamamatsu/Shizuoka,all,4,2021-05,0,0
Hamamatsu/Shizuoka,all,5,2021-05,0,0
Hamamatsu/Shizuoka,all,6,2021-05,0,0
Hamamatsu/Shizuoka,all,7,2021-05,0,0
Hamamatsu/Shizuoka,80over,0,2021-06,336,1119425
Hamamatsu/Shizuoka,80over,1,2021-06,79,1175101
Hamamatsu/Shizuoka,80over,2,2021-06,51,646308
Hamamatsu/Shizuoka,80over,3,2021-06,0,0
Hamamatsu/Shizuoka,80over,4,2021-06,0,0
Hamamatsu/Shizuoka,80over,5,2021-06,0,0
Hamamatsu/Shizuoka,80over,6,2021-06,0,0
Hamamatsu/Shizuoka,80over,7,2021-06,0,0
Hamamatsu/Shizuoka,all,0,2021-06,550,20575256
Hamamatsu/Shizuoka,all,1,2021-06,91,1940238
Hamamatsu/Shizuoka,all,2,2021-06,57,1422429
Hamamatsu/Shizuoka,all,3,2021-06,0,0
Hamamatsu/Shizuoka,all,4,2021-06,0,0
Hamamatsu/Shizuoka,all,5,2021-06,0,0
Hamamatsu/Shizuoka,all,6,2021-06,0,0
Hamamatsu/Shizuoka,all,7,2021-06,0,0
Hamamatsu/Shizuoka,80over,0,2021-07,198,394215
Hamamatsu/Shizuoka,80over,1,2021-07,82,423166
Hamamatsu/Shizuoka,80over,2,2021-07,182,2207512
Hamamatsu/Shizuoka,80over,3,2021-07,0,0
Hamamatsu/Shizuoka,80over,4,2021-07,0,0
Hamamatsu/Shizuoka,80over,5,2021-07,0,0
Hamamatsu/Shizuoka,80over,6,2021-07,0,0
Hamamatsu/Shizuoka,80over,7,2021-07,0,0
Hamamatsu/Shizuoka,all,0,2021-07,385,17299859
Hamamatsu/Shizuoka,all,1,2021-07,99,2912312
Hamamatsu/Shizuoka,all,2,2021-07,205,4502749
Hamamatsu/Shizuoka,all,3,2021-07,0,0
Hamamatsu/Shizuoka,all,4,2021-07,0,0
Hamamatsu/Shizuoka,all,5,2021-07,0,0
Hamamatsu/Shizuoka,all,6,2021-07,0,0
Hamamatsu/Shizuoka,all,7,2021-07,0,0
Hamamatsu/Shizuoka,80over,0,2021-08,129,254984
Hamamatsu/Shizuoka,80over,1,2021-08,43,74592
Hamamatsu/Shizuoka,80over,2,2021-08,310,2680694
Hamamatsu/Shizuoka,80over,3,2021-08,0,0
Hamamatsu/Shizuoka,80over,4,2021-08,0,0
Hamamatsu/Shizuoka,80over,5,2021-08,0,0
Hamamatsu/Shizuoka,80over,6,2021-08,0,0
Hamamatsu/Shizuoka,80over,7,2021-08,0,0
Hamamatsu/Shizuoka,all,0,2021-08,261,12133792
Hamamatsu/Shizuoka,all,1,2021-08,77,4121327
Hamamatsu/Shizuoka,all,2,2021-08,391,8437824
Hamamatsu/Shizuoka,all,3,2021-08,0,0
Hamamatsu/Shizuoka,all,4,2021-08,0,0
Hamamatsu/Shizuoka,all,5,2021-08,0,0
Hamamatsu/Shizuoka,all,6,2021-08,0,0
Hamamatsu/Shizuoka,all,7,2021-08,0,0
Hamamatsu/Shizuoka,80over,0,2021-09,93,204636
Hamamatsu/Shizuoka,80over,1,2021-09,25,37809
Hamamatsu/Shizuoka,80over,2,2021-09,343,2656415
Hamamatsu/Shizuoka,80over,3,2021-09,0,0
Hamamatsu/Shizuoka,80over,4,2021-09,0,0
Hamamatsu/Shizuoka,80over,5,2021-09,0,0
Hamamatsu/Shizuoka,80over,6,2021-09,0,0
Hamamatsu/Shizuoka,80over,7,2021-09,0,0
Hamamatsu/Shizuoka,all,0,2021-09,183,7982222
Hamamatsu/Shizuoka,all,1,2021-09,43,2994596
Hamamatsu/Shizuoka,all,2,2021-09,440,12898643
Hamamatsu/Shizuoka,all,3,2021-09,0,3
Hamamatsu/Shizuoka,all,4,2021-09,0,0
Hamamatsu/Shizuoka,all,5,2021-09,0,0
Hamamatsu/Shizuoka,all,6,2021-09,0,0
Hamamatsu/Shizuoka,all,7,2021-09,0,0
Hamamatsu/Shizuoka,80over,0,2021-10,73,187082
Hamamatsu/Shizuoka,80over,1,2021-10,22,24329
Hamamatsu/Shizuoka,80over,2,2021-10,379,2769914
Hamamatsu/Shizuoka,80over,3,2021-10,0,0
Hamamatsu/Shizuoka,80over,4,2021-10,0,0
Hamamatsu/Shizuoka,80over,5,2021-10,0,0
Hamamatsu/Shizuoka,80over,6,2021-10,0,0
Hamamatsu/Shizuoka,80over,7,2021-10,0,0
Hamamatsu/Shizuoka,all,0,2021-10,138,6344888
Hamamatsu/Shizuoka,all,1,2021-10,34,1090270
Hamamatsu/Shizuoka,all,2,2021-10,509,17215252
Hamamatsu/Shizuoka,all,3,2021-10,0,31
Hamamatsu/Shizuoka,all,4,2021-10,0,0
Hamamatsu/Shizuoka,all,5,2021-10,0,0
Hamamatsu/Shizuoka,all,6,2021-10,0,0
Hamamatsu/Shizuoka,all,7,2021-10,0,0
Hamamatsu/Shizuoka,80over,0,2021-11,67,174453
Hamamatsu/Shizuoka,80over,1,2021-11,9,12674
Hamamatsu/Shizuoka,80over,2,2021-11,425,2683266
Hamamatsu/Shizuoka,80over,3,2021-11,0,0
Hamamatsu/Shizuoka,80over,4,2021-11,0,0
Hamamatsu/Shizuoka,80over,5,2021-11,0,0
Hamamatsu/Shizuoka,80over,6,2021-11,0,0
Hamamatsu/Shizuoka,80over,7,2021-11,0,0
Hamamatsu/Shizuoka,all,0,2021-11,124,5930706
Hamamatsu/Shizuoka,all,1,2021-11,18,176087
Hamamatsu/Shizuoka,all,2,2021-11,592,17727373
Hamamatsu/Shizuoka,all,3,2021-11,0,30
Hamamatsu/Shizuoka,all,4,2021-11,0,0
